,timestamp,VALUE_X_CURRENT,VALUE_Y_CURRENT,VALUE_Z_CURRENT,VALUE_X_TARGET,VALUE_Y_TARGET,VALUE_Z_TARGET,Unnamed: 0,sensor_id
0,2021-07-06T15:11:41.890000,20.43,0.0,0.0,327.31,0.0,0.0,0.0,2
1,2021-07-06T15:11:42.093000,26.7,0.0,0.0,327.31,0.0,0.0,1.0,2
2,2021-07-06T15:11:42.296000,33.66,0.0,0.0,327.31,0.0,0.0,2.0,2
3,2021-07-06T15:11:42.499000,41.78,0.0,0.0,327.31,0.0,0.0,3.0,2
4,2021-07-06T15:11:42.702000,49.91,0.0,0.0,327.31,0.0,0.0,4.0,2
5,2021-07-06T15:11:42.905000,57.57,0.0,0.0,327.31,0.0,0.0,5.0,2
6,2021-07-06T15:11:43.108000,65.23,0.0,0.0,327.31,0.0,0.0,6.0,2
7,2021-07-06T15:11:43.311000,72.89,0.0,0.0,327.31,0.0,0.0,7.0,2
8,2021-07-06T15:11:43.515000,80.32,0.0,0.0,327.31,0.0,0.0,8.0,2
9,2021-07-06T15:11:43.718000,87.28,0.0,0.0,327.31,0.0,0.0,9.0,2
10,2021-07-06T15:11:43.921000,94.94,0.0,0.0,327.31,0.0,0.0,10.0,2
11,2021-07-06T15:11:44.124000,103.07,0.0,0.0,327.31,0.0,0.0,11.0,2
12,2021-07-06T15:11:44.327000,110.73,0.0,0.0,327.31,0.0,0.0,12.0,2
13,2021-07-06T15:11:44.530000,118.39,0.0,0.0,327.31,0.0,0.0,13.0,2
14,2021-07-06T15:11:44.733000,125.35,0.0,0.0,327.31,0.0,0.0,14.0,2
15,2021-07-06T15:11:44.936000,132.78,0.0,0.0,327.31,0.0,0.0,15.0,2
16,2021-07-06T15:11:45.140000,140.9,0.0,0.0,327.31,0.0,0.0,16.0,2
17,2021-07-06T15:11:45.343000,148.1,0.0,0.0,327.31,0.0,0.0,17.0,2
18,2021-07-06T15:11:45.546000,156.23,0.0,0.0,327.31,0.0,0.0,18.0,2
19,2021-07-06T15:11:45.749000,163.19,0.0,0.0,327.31,0.0,0.0,19.0,2
20,2021-07-06T15:11:45.952000,171.31,0.0,0.0,327.31,0.0,0.0,20.0,2
21,2021-07-06T15:11:46.155000,178.28,0.0,0.0,327.31,0.0,0.0,21.0,2
22,2021-07-06T15:11:46.358000,186.4,0.0,0.0,327.31,0.0,0.0,22.0,2
23,2021-07-06T15:11:46.561000,193.83,0.0,0.0,327.31,0.0,0.0,23.0,2
24,2021-07-06T15:11:46.765000,200.79,0.0,0.0,327.31,0.0,0.0,24.0,2
25,2021-07-06T15:11:46.968000,208.46,0.0,0.0,327.31,0.0,0.0,25.0,2
26,2021-07-06T15:11:47.171000,216.58,0.0,0.0,327.31,0.0,0.0,26.0,2
27,2021-07-06T15:11:47.374000,224.24,0.0,0.0,327.31,0.0,0.0,27.0,2
28,2021-07-06T15:11:47.577000,231.67,0.0,0.0,327.31,0.0,0.0,28.0,2
29,2021-07-06T15:11:47.780000,239.33,0.0,0.0,327.31,0.0,0.0,29.0,2
