,timestamp,VALUE_X_CURRENT,VALUE_Y_CURRENT,VALUE_Z_CURRENT,VALUE_X_TARGET,VALUE_Y_TARGET,VALUE_Z_TARGET,Unnamed: 0,sensor_id
0,2021-06-25T09:58:19.726000,22.75,0.0,0.0,111.19,0.0,0.0,0.0,56
1,2021-06-25T09:58:19.944000,31.57,0.0,0.0,111.19,0.0,0.0,1.0,56
2,2021-06-25T09:58:20.147000,39.23,0.0,0.0,111.19,0.0,0.0,2.0,56
3,2021-06-25T09:58:20.350000,46.89,0.0,0.0,111.19,0.0,0.0,3.0,56
4,2021-06-25T09:58:20.554000,53.85,0.0,0.0,111.19,0.0,0.0,4.0,56
5,2021-06-25T09:58:20.758000,62.21,0.0,0.0,111.19,0.0,0.0,5.0,56
6,2021-06-25T09:58:20.960000,69.64,0.0,0.0,111.19,0.0,0.0,6.0,56
7,2021-06-25T09:58:21.163000,77.3,0.0,0.0,111.19,0.0,0.0,7.0,56
8,2021-06-25T09:58:21.367000,84.96,0.0,0.0,111.19,0.0,0.0,8.0,56
9,2021-06-25T09:58:21.569000,92.62,0.0,0.0,111.19,0.0,0.0,9.0,56
10,2021-06-25T09:58:21.772000,100.28,0.0,0.0,111.19,0.0,0.0,10.0,56
11,2021-06-25T09:58:21.975000,107.94,0.0,0.0,111.19,0.0,0.0,11.0,56
12,2021-06-25T09:58:22.178000,110.03,0.0,0.0,111.19,0.0,0.0,12.0,56
13,2021-06-25T09:58:22.382000,110.03,0.0,1.5,111.19,0.0,52.83,13.0,56
14,2021-06-25T09:58:22.585000,110.03,0.0,6.0,111.19,0.0,52.83,14.0,56
15,2021-06-25T09:58:22.787000,110.03,0.0,10.06,111.19,0.0,52.83,15.0,56
16,2021-06-25T09:58:22.990000,110.03,0.0,14.26,111.19,0.0,52.83,16.0,56
17,2021-06-25T09:58:23.194000,110.03,0.0,18.16,111.19,0.0,52.83,17.0,56
18,2021-06-25T09:58:23.397000,110.03,0.0,22.81,111.19,0.0,52.83,18.0,56
19,2021-06-25T09:58:23.599000,110.03,0.0,26.86,111.19,0.0,52.83,19.0,56
20,2021-06-25T09:58:23.803000,110.03,0.0,31.67,111.19,0.0,52.83,20.0,56
21,2021-06-25T09:58:24.027000,110.03,0.0,36.17,111.19,0.0,52.83,21.0,56
22,2021-06-25T09:58:24.209000,110.03,0.0,40.22,111.19,0.0,52.83,22.0,56
23,2021-06-25T09:58:24.413000,110.03,0.0,45.17,111.19,0.0,52.83,23.0,56
24,2021-06-25T09:58:24.615000,110.03,0.0,49.68,111.19,0.0,52.83,24.0,56
25,2021-06-25T09:58:24.818000,110.03,0.0,52.68,111.19,0.0,52.83,25.0,56
26,2021-06-25T09:58:25.022000,110.03,0.6,52.68,111.19,126.07,52.83,26.0,56
27,2021-06-25T09:58:25.225000,110.03,6.45,52.68,111.19,126.07,52.83,27.0,56
28,2021-06-25T09:58:25.428000,110.03,12.01,52.68,111.19,126.07,52.83,28.0,56
29,2021-06-25T09:58:25.631000,110.03,17.11,52.68,111.19,126.07,52.83,29.0,56
