,timestamp,VALUE_X_CURRENT,VALUE_Y_CURRENT,VALUE_Z_CURRENT,VALUE_X_TARGET,VALUE_Y_TARGET,VALUE_Z_TARGET,Unnamed: 0,sensor_id
0,2021-07-08T16:54:15.103000,4.41,0.0,0.0,76.37,0.0,0.0,0.0,11
1,2021-07-08T16:54:15.307000,11.37,0.0,0.0,76.37,0.0,0.0,1.0,11
2,2021-07-08T16:54:15.510000,19.03,0.0,0.0,76.37,0.0,0.0,2.0,11
3,2021-07-08T16:54:15.713000,27.16,0.0,0.0,76.37,0.0,0.0,3.0,11
4,2021-07-08T16:54:15.916000,34.12,0.0,0.0,76.37,0.0,0.0,4.0,11
5,2021-07-08T16:54:16.119000,42.25,0.0,0.0,76.37,0.0,0.0,5.0,11
6,2021-07-08T16:54:16.322000,49.91,0.0,0.0,76.37,0.0,0.0,6.0,11
7,2021-07-08T16:54:16.526000,57.34,0.0,0.0,76.37,0.0,0.0,7.0,11
8,2021-07-08T16:54:16.729000,64.53,0.0,0.0,76.37,0.0,0.0,8.0,11
9,2021-07-08T16:54:16.947000,72.66,0.0,0.0,76.37,0.0,0.0,9.0,11
10,2021-07-08T16:54:17.150000,76.14,0.0,0.0,76.37,0.0,0.0,10.0,11
11,2021-07-08T16:54:17.353000,76.14,0.0,2.1,76.37,0.0,83.59,11.0,11
12,2021-07-08T16:54:17.557000,76.14,0.0,6.75,76.37,0.0,83.59,12.0,11
13,2021-07-08T16:54:17.760000,76.14,0.0,11.26,76.37,0.0,83.59,13.0,11
14,2021-07-08T16:54:17.963000,76.14,0.0,15.46,76.37,0.0,83.59,14.0,11
15,2021-07-08T16:54:18.166000,76.14,0.0,20.26,76.37,0.0,83.59,15.0,11
16,2021-07-08T16:54:18.369000,76.14,0.0,24.31,76.37,0.0,83.59,16.0,11
17,2021-07-08T16:54:18.572000,76.14,0.0,28.97,76.37,0.0,83.59,17.0,11
18,2021-07-08T16:54:18.775000,76.14,0.0,33.62,76.37,0.0,83.59,18.0,11
19,2021-07-08T16:54:18.979000,76.14,0.0,38.42,76.37,0.0,83.59,19.0,11
20,2021-07-08T16:54:19.182000,76.14,0.0,43.22,76.37,0.0,83.59,20.0,11
21,2021-07-08T16:54:19.385000,76.14,0.0,48.18,76.37,0.0,83.59,21.0,11
22,2021-07-08T16:54:19.588000,76.14,0.0,52.98,76.37,0.0,83.59,22.0,11
23,2021-07-08T16:54:19.791000,76.14,0.0,57.78,76.37,0.0,83.59,23.0,11
24,2021-07-08T16:54:19.994000,76.14,0.0,62.43,76.37,0.0,83.59,24.0,11
25,2021-07-08T16:54:20.197000,76.14,0.0,67.69,76.37,0.0,83.59,25.0,11
26,2021-07-08T16:54:20.400000,76.14,0.0,72.19,76.37,0.0,83.59,26.0,11
27,2021-07-08T16:54:20.603000,76.14,0.0,76.99,76.37,0.0,83.59,27.0,11
28,2021-07-08T16:54:20.807000,76.14,0.0,82.24,76.37,0.0,83.59,28.0,11
29,2021-07-08T16:54:21.010000,76.14,0.0,83.44,76.37,0.0,83.59,29.0,11
30,2021-07-08T16:54:21.213000,76.14,2.85,83.44,76.37,126.07,83.59,30.0,11
31,2021-07-08T16:54:21.416000,76.14,8.7,83.44,76.37,126.07,83.59,31.0,11
32,2021-07-08T16:54:21.619000,76.14,14.26,83.44,76.37,126.07,83.59,32.0,11
33,2021-07-08T16:54:21.822000,76.14,19.36,83.44,76.37,126.07,83.59,33.0,11
34,2021-07-08T16:54:22.025000,76.14,24.46,83.44,76.37,126.07,83.59,34.0,11
35,2021-07-08T16:54:22.244000,76.14,30.77,83.44,76.37,126.07,83.59,35.0,11
36,2021-07-08T16:54:22.447000,76.14,36.17,83.44,76.37,126.07,83.59,36.0,11
37,2021-07-08T16:54:22.650000,76.14,42.17,83.44,76.37,126.07,83.59,37.0,11
38,2021-07-08T16:54:22.854000,76.14,47.12,83.44,76.37,126.07,83.59,38.0,11
39,2021-07-08T16:54:23.057000,76.14,53.13,83.44,76.37,126.07,83.59,39.0,11
40,2021-07-08T16:54:23.260000,76.14,58.53,83.44,76.37,126.07,83.59,40.0,11
41,2021-07-08T16:54:23.463000,76.14,63.63,83.44,76.37,126.07,83.59,41.0,11
42,2021-07-08T16:54:23.666000,76.14,69.64,83.44,76.37,126.07,83.59,42.0,11
43,2021-07-08T16:54:23.869000,76.14,74.59,83.44,76.37,126.07,83.59,43.0,11
44,2021-07-08T16:54:24.072000,76.14,80.59,83.44,76.37,126.07,83.59,44.0,11
