,timestamp,VALUE_X_CURRENT,VALUE_Y_CURRENT,VALUE_Z_CURRENT,VALUE_X_TARGET,VALUE_Y_TARGET,VALUE_Z_TARGET,Unnamed: 0,sensor_id
0,2021-07-06T17:03:35.865000,7.66,0.0,0.0,327.31,0.0,0.0,0.0,1
1,2021-07-06T17:03:36.082000,17.18,0.0,0.0,327.31,0.0,0.0,1.0,1
2,2021-07-06T17:03:36.297000,25.3,0.0,0.0,327.31,0.0,0.0,2.0,1
3,2021-07-06T17:03:36.513000,32.73,0.0,0.0,327.31,0.0,0.0,3.0,1
4,2021-07-06T17:03:36.730000,41.55,0.0,0.0,327.31,0.0,0.0,4.0,1
5,2021-07-06T17:03:36.952000,49.44,0.0,0.0,327.31,0.0,0.0,5.0,1
6,2021-07-06T17:03:37.169000,58.03,0.0,0.0,327.31,0.0,0.0,6.0,1
7,2021-07-06T17:03:37.370000,65.46,0.0,0.0,327.31,0.0,0.0,7.0,1
8,2021-07-06T17:03:37.585000,73.12,0.0,0.0,327.31,0.0,0.0,8.0,1
9,2021-07-06T17:03:37.786000,80.55,0.0,0.0,327.31,0.0,0.0,9.0,1
10,2021-07-06T17:03:38.002000,89.14,0.0,0.0,327.31,0.0,0.0,10.0,1
11,2021-07-06T17:03:38.219000,97.26,0.0,0.0,327.31,0.0,0.0,11.0,1
12,2021-07-06T17:03:38.435000,105.39,0.0,0.0,327.31,0.0,0.0,12.0,1
13,2021-07-06T17:03:38.658000,113.05,0.0,0.0,327.31,0.0,0.0,13.0,1
14,2021-07-06T17:03:38.874000,122.1,0.0,0.0,327.31,0.0,0.0,14.0,1
15,2021-07-06T17:03:39.090000,129.53,0.0,0.0,327.31,0.0,0.0,15.0,1
16,2021-07-06T17:03:39.306000,138.12,0.0,0.0,327.31,0.0,0.0,16.0,1
17,2021-07-06T17:03:39.522000,145.78,0.0,0.0,327.31,0.0,0.0,17.0,1
18,2021-07-06T17:03:39.738000,154.37,0.0,0.0,327.31,0.0,0.0,18.0,1
19,2021-07-06T17:03:39.961000,162.49,0.0,0.0,327.31,0.0,0.0,19.0,1
20,2021-07-06T17:03:40.177000,170.85,0.0,0.0,327.31,0.0,0.0,20.0,1
21,2021-07-06T17:03:40.377000,178.28,0.0,0.0,327.31,0.0,0.0,21.0,1
22,2021-07-06T17:03:40.593000,185.71,0.0,0.0,327.31,0.0,0.0,22.0,1
23,2021-07-06T17:03:40.809000,194.3,0.0,0.0,327.31,0.0,0.0,23.0,1
24,2021-07-06T17:03:41.025000,201.96,0.0,0.0,327.31,0.0,0.0,24.0,1
25,2021-07-06T17:03:41.226000,209.85,0.0,0.0,327.31,0.0,0.0,25.0,1
26,2021-07-06T17:03:41.442000,217.97,0.0,0.0,327.31,0.0,0.0,26.0,1
27,2021-07-06T17:03:41.665000,225.63,0.0,0.0,327.31,0.0,0.0,27.0,1
28,2021-07-06T17:03:41.881000,234.45,0.0,0.0,327.31,0.0,0.0,28.0,1
29,2021-07-06T17:03:42.098000,242.11,0.0,0.0,327.31,0.0,0.0,29.0,1
30,2021-07-06T17:03:42.314000,250.24,0.0,0.0,327.31,0.0,0.0,30.0,1
31,2021-07-06T17:03:42.531000,258.13,0.0,0.0,327.31,0.0,0.0,31.0,1
32,2021-07-06T17:03:42.747000,266.95,0.0,0.0,327.31,0.0,0.0,32.0,1
33,2021-07-06T17:03:42.969000,274.38,0.0,0.0,327.31,0.0,0.0,33.0,1
34,2021-07-06T17:03:43.185000,283.43,0.0,0.0,327.31,0.0,0.0,34.0,1
35,2021-07-06T17:03:43.401000,290.86,0.0,0.0,327.31,0.0,0.0,35.0,1
36,2021-07-06T17:03:43.617000,298.99,0.0,0.0,327.31,0.0,0.0,36.0,1
37,2021-07-06T17:03:43.832000,307.58,0.0,0.0,327.31,0.0,0.0,37.0,1
38,2021-07-06T17:03:44.033000,314.54,0.0,0.0,327.31,0.0,0.0,38.0,1
39,2021-07-06T17:03:44.250000,322.43,0.0,0.0,327.31,0.0,0.0,39.0,1
40,2021-07-06T17:03:44.473000,327.07,0.0,0.0,327.31,0.0,0.0,40.0,1
41,2021-07-06T17:03:44.689000,327.07,0.0,2.85,327.31,0.0,21.01,41.0,1
42,2021-07-06T17:03:44.906000,327.07,0.0,8.55,327.31,0.0,21.01,42.0,1
43,2021-07-06T17:03:45.122000,327.07,0.0,14.26,327.31,0.0,21.01,43.0,1
44,2021-07-06T17:03:45.339000,327.07,0.0,19.36,327.31,0.0,21.01,44.0,1
45,2021-07-06T17:03:45.555000,327.07,0.0,20.86,327.31,24.76,21.01,45.0,1
46,2021-07-06T17:03:45.778000,327.07,6.0,20.86,327.31,24.76,21.01,46.0,1
47,2021-07-06T17:03:45.994000,327.07,12.01,20.86,327.31,24.76,21.01,47.0,1
48,2021-07-06T17:03:46.210000,327.07,17.56,20.86,327.31,24.76,21.01,48.0,1
49,2021-07-06T17:03:46.426000,327.07,23.86,20.86,327.31,24.76,21.01,49.0,1
50,2021-07-06T17:03:46.643000,327.07,24.61,20.86,327.31,24.76,21.01,50.0,1
51,2021-07-06T17:03:46.859000,327.07,24.61,20.86,327.31,24.76,21.01,51.0,1
52,2021-07-06T17:03:47.081000,327.07,24.61,20.86,327.31,24.76,21.01,52.0,1
53,2021-07-06T17:03:47.298000,327.07,24.61,20.86,327.31,24.76,21.01,53.0,1
54,2021-07-06T17:03:47.513000,327.07,24.61,20.86,327.31,24.76,21.01,54.0,1
55,2021-07-06T17:03:47.730000,327.07,24.61,20.86,327.31,24.76,21.01,55.0,1
56,2021-07-06T17:03:47.931000,327.07,24.61,20.86,327.31,24.76,21.01,56.0,1
57,2021-07-06T17:03:48.147000,327.07,24.61,20.86,327.31,24.76,21.01,57.0,1
58,2021-07-06T17:03:48.363000,327.07,24.61,20.86,327.31,24.76,21.01,58.0,1
59,2021-07-06T17:03:48.586000,327.07,24.61,20.86,327.31,24.76,21.01,59.0,1
60,2021-07-06T17:03:48.802000,327.07,24.61,20.86,327.31,24.76,21.01,60.0,1
61,2021-07-06T17:03:49.003000,327.07,24.61,20.86,327.31,24.76,21.01,61.0,1
62,2021-07-06T17:03:49.219000,327.07,24.61,20.86,327.31,24.76,21.01,62.0,1
63,2021-07-06T17:03:49.435000,327.07,24.61,20.86,327.31,24.76,21.01,63.0,1
64,2021-07-06T17:03:49.767000,327.07,23.86,20.86,327.31,0.0,21.01,64.0,1
